"business_name","business_address","business_city","business_state","business_zip","contact_name","primary_phone","email_address","major_field_of_operation","commodity_code_description"
"ADVANCED TRAFFIC CONTROL LLC","3345 DELSEA DRIVE","FRANKLINVILLE","NJ","8322","LINDA CHILELLI","(856)694-1010","LCHILELLI@ADVANCEDTRAFFICCONTROL.COM","FLAGMAN/TRAFFIC DIRECTOR COMPANY.   WE PROVIDE SAFETY ON THE ROADWAYS TO OUR CUSTOMER AND TO THE PUBLIC TRAVELING ON ROADWAYS",
"WRK VENTURES INC.","216 DELONG AVE","DUMONT","NJ","7628","MICHAEL  WILLIAMS","(551)259-3483","MICHAEL@WRKVENTURESINC.COM","GENERAL CONTRACTOR, CONSTRUCTION CONSULTANT AND CONSTRUCTION MGMT",
"IMPRESSIONS SIGNS AND PRINTING INCORPORATED","396 MIDLAND AVE","GARFIELD","NJ","7026","LIENARD CABRERA","(973)563-7835","DANNY@GOIMPRESSIONS.COM","WE ARE FULL SERVICE SIGNS AND PRINTING COMPANY.",
"T.J. ARCHITECTURAL & STUDIO DESIGN LIMITED LIABILITY COMPANY","402 45TH ST, SUITE B2B","UNION CITY","NJ","7087","CAMILO  AMAYA","(201)344-5479","CAMILO@TJWOODWORKDESIGN.COM","MANUFACTURING OF CUSTOM WOODWORK",
"PAKS RENOVATIONS  CORP (AKA) SERVPRO OF EAST BRUNSWICK / PRINCETON MEADOWS","427 WHITEHEAD AVENUE, UNIT #1","SOUTH RIVER","NJ","8882","SALVATORE MARINELLO","(732)432-9800","OFFICE@SERVPROEASTBRUNSWICK.COM","SPECIALIZES IN THE CLEANUP AND RESTORATION OF RESIDENTIAL AND COMMERCIAL PROPERTY AFTER A FIRE, SMOKE, BIOHAZARD, MOLD OR WATER DAMAGE. WE ASSIST IN FLOOD CLEANUP AND HANDLE MOLD & MILDEW PREVENTION, INSPECTION AND REMOVAL AND WATER EXTRACTION.",
"STRAIGHT CONSTRUCTION INC","352 N. HARDING HIGHWAY","BUENA","NJ","8310","JERRY FRAJDENBERG","(856)697-0075","JERRY@STRAIGHTCONSTRUCTION.COM","CONCRETE SUBCONTRACTOR, COMMERCIAL, GOVERNMENT, RETAIL, CAST-IN-PLACE CONCRETE, FOUNDATIONS, FOOTINGS, SLABS, REINFORCED CONCRETE",
"MAVCO ELECTRICAL CONTRACTING LIMITED LIABILITY COMPANY","6 SIOUX ST","OLD BRIDGE","NJ","8857","MATTHEW VELOZO","(718)938-7022","MATTVELOZO@GMAIL.COM","ELECTRICAL CONTRACTOR",
"BROTHERS MECHANICAL L.L.C.","89 WILLOW GROVE RD, SUITE A","SHAMONG","NJ","8088","LYNN TRZASKAWKA","(856)347-4707","LYNN@BROTHERSMECHANICAL.ORG","COMMERCIAL PLUMBING, HVAC, MECHANICAL PIPING CONTRACTOR",
"CABBELL, NAKEEDA","192 LITTLETON AVENUE","NEWARK","NJ","7108","NAKEEDA  CABBELL","(862)772-9674","CABBELLNAKEIDA2@GMAIL.COM","CHILDCARE
DELIVERY/COURIER/TRANSPORTATION 
MOVING
PAINTING",
"M M ELECTRICAL LLC","279 RICHWOOD RD, MULLICA HILL","MULLICA HILL","NJ","8062","GREG MCLEER","(856)466-5139","GREG@MMELECTRICAL.NET","COMMERCIAL AND INDUSTRIAL ELECTRICAL INSTALLATION AND REPAIR. CONCRETE INSTALLATION AND REPAIR",
"COMPLIMENTS BY A MYLES LIMITED LIABILITY COMPANY","156 EAST MILTON AVE","RAHWAY","NJ","7065","ANNETTE  MYLES","(201)618-6831","AMAURICE2LMM@GMAIL.COM","COSMETOLOGY SERVICING WOMEN AND MEN . HAIR CARE STYLING CUTTING AND COLORING",
"SEVEN WONDERS LLC","428 LINCOLN BLVD","MIDDLESEX","NJ","8846","JOSE  MENDEZ","(908)397-4084","SEVENWONDERSCONSTRUCTION@GMAIL.COM","CONSTRUCTION",
"MARK DUFFY COMMERCIAL DIVING INC.","80 AUDREY ZAPP DR","JERSEY CITY","NJ","7305","KRAIG BRUNNER","(248)425-8676","KBRUNNER@DUFFYDIVING.COM","MARINE CONSTRUCTION. COMMERCIAL DIVING",
"DJH ELECTRIC, INC. (AKA) DJH ELECTRIC, INC","512 LAGOON BLVD","BRIGANTINE","NJ","8203","GREGG HUNT","(609)868-6556","GHUNT5003@GMAIL.COM","ELECTRICAL INSTALATION",
"PRECISION CONCRETE INC (AKA) PRECISION CONCRETE INC","37 WOODLAND RD","ROSELAND NJ","NJ","7068","ROBERT CALABRESE","(973)277-7120","ROBERT@PRECISIONNJ.COM","CONSTRUCTION COMPANY PERFORMING COMERCIAL AND PUBLIC CONCRETE WORK",
"HOPE PAINTING LLC","113 E CLIFTON AVE APT 2","CLIFTON","NJ","7011","SANDRA BONILLA MARTINEZ DE DONAIRE","(973)851-8289","SANDRAMNET@YMAIL.COM","WE CARRY OUT ALL REPAIRS AND WORK RELATED TO INTERIOR AND EXTERIOR PAINTING, POWER WASH",
"APPLE CORING AND SAWING, L.L.C.","350 MARKET ST","KENILWORTH","NJ","7033","MICHAEL INGARO","(908)259-1900","ROBYN@APPLECORING.COM","CONCRETE CUTTING, CORE DRILLING, ROAD SAWING, WALL SAWING",
"FLIP INVENTIONS LIMITED LIABILITY COMPANY","293 RT 18 SOUTH STE D215","EAST BRUNSWICK","NJ","8816","MARVIN TYLER","(203)243-6952","MARVINTYLER292@YAHOO.COM","GENERAL CONTRACTOR-CONSTRUCTION, CONSULTATION",
"POWER TO THE PEOPLE LLC","1345 ELMHURST AVE","CHERRY HILL","NJ","8034","SHARON BAER","(412)657-9860","SBAER@POWER2THEPEOPLENJ.COM","POWER TO THE PEOPLE,LLC IS A NEWLY ESTABLISHED ELECTRICAL CONTRACTING BUSINESS THAT CATERS TO COMMERCIAL AND RESIDENTIAL CLIENTS. OUR FIRST CONTRACTS STARTED IN 2024.",
"24/7 ELECTRIC LLC","44 BRANDYWINE RISE","GREEN BROOK","NJ","8812","ANTHONY CASTROVINCI","(732)581-6479","OFFICE@24-7ELECTRIC.COM","ELECTRICAL SERVICE AND INSTALLATION",
"S D CONCRETE CORPORATION (AKA) SD CONCRETE CORPORATION","293 RT 18 SOUTH, STE D #165","EAST BRUNSWICK","NJ","8816","MARIO SEIXEIRO","(732)763-3442","ESTIMATINGDEPT@OUTLOOK.COM","CONCRETE/MASONRY WORK - INSTALL CONCRETE SIDEWALKS, CONCRETE OR BELGIUM BLOCK CURBS, ADA RAMPS, ETC",
"STEWART GENERAL CONTRACTING, LLC (AKA) SGC","2 FORGE LANE","CHERRY HILL","NJ","8002","LUCAS STEWART","(609)868-2916","BUILD@SGCRENOVATIONS.COM","RESIDENTIAL CONSTRUCTION. COMMERCIAL PROPERTY MAINTENANCE . CARPENTRY. PLUMBING SERVICES. ELECTRICAL SERVICES. HVAC SERVICES.",
"MESOB LLC (AKA) MESOB RESTAURANT","515 BLOOMFIELD AVE","MONTCLAIR","NJ","7042","BEREKTI MENGISTU","(908)331-1453","BEREKTI@MESOBRESTAURANT.COM","SIT DOWN DINING RESTAURANT",
"TZ ELECTRICAL CONTRACTING LLC","13 HOTALEN ROAD","BRANCHVILLE","NJ","7826","STEVIE COLLINS","(973)948-0260","SC@TZELECTRIC.NET","ELECTRICAL CONTRACTING FOR PUBLIC CONTRACTS",
"JP GROUP ENTERPRISES LLC (AKA) JP GROUP LEHIGH VALLEY","309 B SOUTH MAIN ST","PHILLIPSBURG","NJ","8865","JAMES PINTABONE","(908)777-3700","JIM@JPGLV.COM","COMMERCIAL GENERAL CONTRACTOR CONSTRUCTION MANAGER",
"IT APPS LLC","712 SUNNYVIEW OVAL","KEASBEY","NJ","8832","VRUNDASRI NAKKKA","(848)203-9128","VRUNDA@ITAPPSLLC.COM","IT CONSULTING AND STAFFING",
"G7 AUTOMATION LIMITED LIABILITY COMPANY","104 INTERCHANGE PLZ, STE 101","MONROE","NJ","8831","KERRY GODFREY","(609)325-6133","KERRY.GODFREY@G7AUTOMATION.COM","INDUSTRIAL AUTOMATION DESIGN AND SERVICE",
"CRESPELLA L.L.C.","261 96TH STREET","STONE HARBOR","NJ","8247","GINA PETERSON","(609)408-8593","GNJPETE@GMAIL.COM","WE MAKE SWEET AND SAVORY CREPES, LEMONADE AND WAFFLES FROM A SUMMER SEASONAL SEASIDE TAKE OUT SHOP.",
"KOBRA ELECTRIC LIMITED LIABILITY COMPANY (AKA) KOBRA ELECTRIC LLC","10 MOUNTAINVIEW ROAD","CLARK","NJ","7066","MICHELE  ANDRE","(732)259-2423","MICHELE@KOBRAELECTRIC.COM","ELECTRICAL CONTRACTING",
"TOP NOTCH TREE & EXCAVATING, LLC (AKA) TOP NOTCH TREE & EXCAVATING, LLC","83 GRANT STREET","RAMSEY","NJ","7446","JAMES VAN WYKHOUSE","(201)825-3155","CHAD@TOPNOTCHNJ.COM","TREE TRIMMING, CONSTRUCTION SITE WORK, SEWAGE AND SEPTIC SYSTEM, RETAINING WALLS, FOUNDATIONS, GRADING, UNDERGROUND RETENTION SYSTEMS, DEMOLITION, CONCRETE CRUSHING",
"LIBERTY LINES & SEALCOATING, LLC","4 FIELDSTONE COURT","EATONTOWN","NJ","7724","MARK ARNONE","(17)325-441055","LIBERTYLINES362@YAHOO.COM","PAVEMENT REPAIRS AND PAINTING",
"NORTHEAST SOLUTIONS GROUP LIMITED LIABILITY COMPANY","569 HOUSES CORNER RD","SPARTA","NJ","7871","ZACHARY HARRIS","(19)738-793284","ZACH.HARRIS@NORTHEAST-SOLUTIONS.COM","ELECTRICAL CONTRACTING",
"RCH PAVING LIMITED LIABILITY COMPANY","2781 ALLEN AVENUE","UNION","NJ","7083","LEVETA  FREEMAN","(908)967-1777","LATOYACROMWELL@GMAIL.COM","PAVING",
"APPLE CORING & CUTTING CORP","350 MARKET STREET","KENILWORTH","NJ","7033","MICHAEL INGARO","(908)259-1900","ROBYN@APPLECORING.COM","CONCRETE CUTTING, CORE DRILLING, ROAD SAWING, WALL SAWING",
"MLC HOLDING LLC","74 GLEN ROCK RD","CEDAR GROVE","NJ","7009","TERENCE LOWE","(19)734-649598","TERRY@LOWEROOFING.COM","SPECIALTY SLATE TILE AND COPPER ROOFING AND RESTORATION CONTRACTORS INCLUDING COMMERCIAL GRADE FLAT ROOFING SYSTEMS, MASONRY AND EXTERIOR WATERPROOFING AND EXTERIOR ARCHITECTURAL RESTORATIONS.",
"BAUMGARDNER HOUSE RAISING, LLC","207 W. PARKWAY DRIVE, EGG HARBOR TOWNSHIP, NJ 08234","EGG HARBOR TOWNSHIP","NJ","8234","JAMES BAUMGARDNER","(609)645-8977","JBAUMGARDNER@BHLFEDERAL.COM","WE ARE A RESIDENTIAL, DISASTER RECOVERY CONSTRUCTION CONTRACTOR.",
"SOLID GROUND HOMES AND PROPERTIES LLC","740 REDMOND ST","TEANECK","NJ","7666","HASAN JEFFRIES-EL","(646)207-3855","BIGHASS74.HJE@GMAIL.COM","RESIDENTIAL REHAB",
"I AM MY DESTINY LLC (AKA) I AM MY DESTINY","35 LINDEN AVE","VERONA","NJ","7044","NADIRA APANAH","(646)670-7148","NAPANAH@GMAIL.COM","AN ATHLETIC AND ATHLESIURE APPAREL COMPANY.",
"CUSTOM WELDING INC.","847 STATE ROUTE 12","FRENCHTOWN","NJ","8825","ALICJA SOSIDKO","(908)806-0300","CEZARYS@CUSTOMWELDING.US","FFABRICATION AND INSTALLATION OF STRUCTURAL, MISCELLANEOUS AND ORNAMENTAL STEEL",
"KARBON ENGINEERING SERVICES LIMITED LIABILITY COMPANY","344 RARITAN CENTER PARKWAY","EDISON","NJ","8837","PIERO OLIVERI","(732)710-7000","PETE.OLIVERI@KARBONENGINEERING.COM","MEP/FP CONSULTING ENGINEERING DESIGN AND COMMISSIONING COMPANY.",
"ANGERMAN COMPANY, LLC","4006 OCEAN HEIGHTS AVE","EGG HARBOR TWP","NJ","8234","AMANDA ANGERMAN","(609)992-3631","AMANDAANGERMAN@GMAIL.COM","LANDSCAPE CONSTRUCTION",
"TITAN LAYOUT SERVICES LIMITED LIABILITY COMPANY (AKA) TITAN LAYOUT SERVICES, LLC","16 MACKENZIE COURT","SEWELL","NJ","8080","JEFFREY LINDEN","(856)246-2255","JLINDEN@TITANLAYOUT.COM","WE PROVIDE SURVEYING SERVICES SUCH AS CONSTRUCTION LAYOUT TO CONTRACTORS.",
"B & B SUSTAINABLE LANDSCAPE & IRRIGA LLC","11 CEDAR ROAD","POMPTON PLAINS","NJ","7444","BENJAMIN GRACE","(973)557-4879","BANBLANDSCAPE@GMAIL.COM","WE INSTALL AND MAINTAIN IRRIGATION SYSTEMS. WE INSTALL LANDSCAPE CONSTRUCTION PROJECTS SUCH AS PATIOS, WALLS, WALKWAYS AND PLANTINGS.",
"HITECH GREEN CONSTRUCTION MANAGEMENT & DESIGN GROUP LLC (AKA) HITECH GREEN CONSTRUCTION MANAGEMENT AND DESIGN GROUP LLC.","44 STERN LIGNT DR.","MOUNT LAUREL","NJ","8054","YVETTE  DURANT","(201)993-6131","YVETTEDURANT55@GMAIL.COM","CONSTRUCTION, FRAMING , DRY WALL ,TILING, CAULKING, FLOORING, INSTALLING CABINETS, INTERIOR FINISHES, MILLWOOD",
"NJ TOUCH OF ELEGANCE (AKA) NJ TOUCH OF ELEGANCE","409 WEST ELIZABETH AVENUE","LINDEN","NJ","7036","HELDER DA SILVA","(973)388-0595","NJTOUCHOFELEGANCE@GMAIL.COM","GRANITE, STONE FABRICATORS",
"STRUCTURE PAINTING & SANDBLASTING CONTRACTORS, LLC","1 WEST SHORE ROAD","BLOOMINGDALE","NJ","7403","BENJAMIN SCATURRO","(973)224-0248","BENSCATURRO@HOTMAIL.COM","CONSTRUCTION PAINTING COMPANY",
"FOUR SEASONS PLUMBING & HEATING LIMITED LIABILITY COMPANY (AKA) FOUR SEASONS PLUMBING & HEATING LLC","245 ELIZABETH AVENUE","ELIZABETHPORT","NJ","7206","FABRICIO SOARES","(908)469-0810","FABRICIOS@4SEASONSPLUMBING.COM","INSTALLATION OF DOMESTIC WATER SUPPLY, GAS PIPING SYSTEMS, STORM PIPE, SANITARY WASTE AND VENT PIPING FOR COMMERCIAL & RESIDENTIAL BUILDING, NID-HIGH RISES AND MULTI-FAMILY DWELLINGS. EXPERIENCED IN ALL PHASES OF NEW CONSTRUCTION PLUMBING",
"BALANEY CONTRACTING LLC","39 GLENN DR","MANAHAWKIN","NJ","8050","JOHN BALANEY","(908)256-3969","JOHN@BALANEYCONTRACTING.COM","HARDSCAPING AND SOME LANDSCAPING.",
"BY THE SEA CONSTRUCTION SERVICES LIMITED LIABILITY COMPANY","13 HOLLYWOOD BLVD SOUTH","FORKED RIVER","NJ","8731","MICHAEL PURDOM","(609)290-0476","MIKE.PURDOM@BTSSERVICES.US","CONSTRUCTION AND PROJECT MANAGEMENT",
"RJ SMITH ELECTRIC LLC","5 STREEKER RD","WRIGHTSTOWN","NJ","8562","RONALD SMITH","(609)617-4432","RSMITH@RJSMITHELECTRIC.COM","ELECTRICAL CONSTRUCTION.",
"DANVIC CONTRACTING LIMITED LIABILITY COMPANY","240 SOUTH 5TH ST.","ELIZABETHPORT","NJ","7206","JEYMY DONNEYS","(908)906-4123","INFO@DANVICCONTRACTING.COM","ASBESTOS REMOVAL/TREATMENT, MOLD REMEDIATION, SELECTIVE DEMOLITION",
"TOTAL QUALITY CLEANING SOLUTIONS INC","49 HOLLYWOOD AVE","SOMERSET","NJ","8873","CARLOS ROMERO","(732)598-5321","CARLOSROMERO@TOTALQUALITYCLEANING.NET","CLEANING/JANITORIAL SERVICES",
"SAM'S AIR CONTROL LIMITED LIABILITY COMPANY (AKA) SAM'S AIR CONTROL LLC","913 MIDDLESEX AVE, BUILDING 1","METUCHEN BOROUGH","NJ","8840","SAM SOLOMON","(908)930-5176","SAM@SAMSAIRCONTROL.COM","HVAC SERVICE",
"BILL SWENSON AND SONS, LLC (AKA) SWENSON WELDING & FABRICATION, LLC","500 S PHILADELPHIA AVENUE","EGG HARBOR CITY","NJ","8215","DYLAN SWENSON","(16)965-31177","SWENSONWELDING@COMCAST.NET","WELDING",
"TERRANOS DEVELOPMENT GROUP,  INC.","375 SYLAN AVE., SUITE 26","ENGLEWOOD CLIFFS","NJ","7632","SUNTAE KIM","(201)503-4489","VINNYKIM@TERRANOSGROUP.COM","DEVELOPMENT, GENERAL CONTRACTING & DESIGN-BUILD",
"EAST COAST ELECTRICAL SERVICES, LLC","91 HUDSON AVENUE","MIDDLETOWN","NJ","7748","JOHN VALENTI","(848)244-3330","JOHNV@ECESNJ.COM","ELECTRICAL CONTRACTOR FOCUSING ON HIGH RISE RESIDENTIAL, MANUFACTURING, SCHOOLS AND COMMERCIAL",
"L.E. COMMUNICATIONS, INC.","84 INDUSTRIAL AVE","LITTLE FERRY","NJ","76431913","THERESA BRIJLALL","(201)870-6635","THERESA.BRIJLALL@LECOMMUNICATIONS.COM","BUILD AND UPGRADE CELL SITES.",
"MILANITY, INC.","1300 AVENUE AT PORT IMPERIAL, 620","WEEHAWKEN","NJ","7086","ARJUN  RAMAPRASAD","(212)828-3430","JAYRAM@MILANITY.COM","MILANITY HAS DEVELOPED COMPREHENSIVE, CUTTING-EDGE, AI-POWERED ENERGY MANAGEMENT SOLUTIONS FOR APARTMENT BUILDINGS, SCHOOLS, HOTELS, ETC.",
"GARDEN STATE IRON, INC. (AKA) STEEL FABRICATORS","3418 SUNSET AVE","OCEAN TOWNSHIP","NJ","7712","GREG ANDERSEN","(732)918-0760","BOOKKEEPING@GARDENSTATEIRON.COM","STEEL FABRICATORS AND MISC METALS",
"ABLE TECHNOLOGIES, L.L.C.","330 AUDUBON ROAD","ENGLEWOOD","NJ","7631","LINDA RUTTA","(201)569-2842","LINRUTTA@GMAIL.COM","DEVELOPMENT OF CLEAN TECH OCEAN WAVE ENERGY CONVERSION SYSTEM THAT UTILIZES THE KINETIC ENERGY RESIDING IN OCEAN WAVES TO PRODUCE ELECTRICITY.",
"KONKUS CORPORATION (AKA) KONKUS CORPORATION","60 OLD CAMPLAIN ROAD","HILLSBOROUGH","NJ","8844","ASHLEY LEVASSEUR","(908)234-1700","ALEVASSEUR@KONKUSCORP.COM","HEAVY HIGHWAY CONSTRUCTION",
"FC SERVICIOS GRAFICOS LLC","20 PATERSON ST","NEWARK","NJ","7105","FREDDY CACERES","(973)204-5769","INFO@FCSERVICIOSGRAFICOS.COM","MY BUSINESS IS DEDICATED TO WEB PAGE DESIGN AND GRAPHIC DESIGN. WE DESIGN AND PRINT COLLATERALS FOR BUSINESSES",
"RCC BUILDERS & DEVELOPERS, INC. (AKA) RCC BUILDERS & DEVELOPERS. INC","65-67 GROVE STREET","PATERSON","NJ","7503","ROBERT GARIEPY","(973)684-9957","PREQUALS@RCCMAIL.NET","WE ARE A LICENSED COMPREHENSIVE BUILDING CONTRACTOR SERVING BOTH THE PRIVATE & PUBLIC SECTORS. WE SELF-PERFORM VARIOUS TYPES OF WORK (I.E. TRANSPORTATION CENTERS, INDUSTRIAL SITES, EDUCATIONAL FACILITIES, OFFICE BUILDINGS & WAREHOUSES)",
"ACHROMATIC LLC (AKA) ACHROMATIC","380 E MADISON AVE","DUMONT","NJ","7628","MILOS DJORDJEVIC","(201)486-0945","THEACHROMATIC@GMAIL.COM","DESIGN, CONSULTING AND CONSTRUCTION",
"F & T UNDERGROUND UTILITIES, LLC","303 WALNUT AVE.","OAKLYN","NJ","8107","JOANNE TORIELLO","(856)840-3054","FTUNDERGROUND@COMCAST.NET","INSTALL UNDERGROUND CONDUIT FOR UTILITY COMPANIES INCLUDING, GAS, ELECTRIC, CABLE, WATER",
"MLS DIRECT REAL ESTATE, INC.","1301 KINGS HWY N","CHERRY HILL","NJ","8034","KEVIN WALLACE","(609)820-8947","KWALLACE@HUDVIEW.COM","REAL ESTATE BROKERAGE, ASSET MANAGEMENT, FIELD SERVICE MANAGEMENT",
"KEN STURTEVANT ELECTRIC LLC","232 S LECATO AVE","AUDUBON","NJ","8106","TONI BERTETT","(856)534-5300","TONIBERTETT@GMAIL.COM","KEN STURTEVANT ELECTRIC, LLC MAJOR BUSINESS OPERATIONS CONSIST OF RESIDENTIAL ELECTRICAL REPAIRS, KNOB & TUBE REWIRES, ALTERATIONS (CONSISTING) OF ELECTRIC. EV CHARGER INSTALLATIONS.",
"NORTHEASTERN PAVEMENT MARKING LLC (AKA) NORTHEASTERN PMC","585 PERCHUK LN","JACKSON","NJ","8527","EDWARD LINDSEY","(908)451-2657","NORTHEASTERNPMC@GMAIL.COM","LANDSCAPING",
"AK CONTRACTING LLC","86 RUTHERFORD DR","BELVIDERE","NJ","7823","LORI SHAUGHNESSY VIOLA","(908)220-8527","LORIVIOLA@AKCONTRACTINGLLC.ORG","FACILITIES MAINTENACE AT RETAIL STORES",
"BUILDING ENVELOPE TESTING LLC (AKA) BET","174 W WESTFIELD AVE","ROSELLE PARK","NJ","7204","CARMEN BENOR","(845)590-4283","LILY@BET-NA.NET","BUILDING ENVELOPE TESTING LLC IS AN INDEPENDENT TESTING LAB WITH A FULL FENESTRATION AND BUILDING ENVELOPE TESTING FACILITY IN ROSELLE PARK, NJ. WE BUILD AND CALIBRATE OUR OWN EQUIPMENT AND INSTRUMENTS TO NIST OR OTHER NATIONALLY TRACEABLE STANDARDS.",
"EAJ SERVICES INCORPORATED","4268 RT 516","MATAWAN","NJ","7747","DEBORAH MARANO","(732)743-8201","CGORGA@EAJINC.COM","COMMERCIAL GENERAL CONTRACTOR",
"AB CONTRACTING LLC","10 W THOMAS ST","WHARTON","NJ","7885","ANDREW BIZUB","(201)738-0924","AB@BUILTBYAB.COM","GENERAL CONSTRUCTION",
"THREE BROTHERS MAINTENANCE LLC","21 SPRING ST","FREEHOLD","NJ","7728","LEONIDAS GARCIA","(732)890-2265","THREEBROTHERSMAINTENANCE@GMAIL.COM","LANDSCAPING, CONSTRUCTION, HARDSCAPING, MASONRY, GROUNDS MAINTENANCE",
"ANS CONSTRUCTION LLC","18 REISLING PLACE","SWEDESBORO","NJ","8085","ADAM PAOLINO","(856)803-9118","ANSCONSTRUCTIONLLC@YAHOO.COM","POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS",
"AARIVA GROUP LLC","16 KAREN WAY","SUMMIT","NJ","7901","DHIMANT DOSHI","(646)244-5684","DOSHI45@YAHOO.COM","CONSTRUCTION, PROJECT MANAGEMENT, PROPERTY MANAGEMENT, LESSORS OF REAL ESTATE",
"CPR FURNITURE INSTALLATION ADVANTAGE INC. (AKA) CPR FURNITURE INSTALLATION","1000 DELSEA DRIVE","WESTVILLE","NJ","8093","RICHARD DEGRACE","(609)209-3700","RICH@CPRINSTALL.COM","WE OFFER TOTAL SERVICE WITH OUR INSTALLATIONS. INCLUDING, BUT NOT LIMITED TO: PANEL CLEANING, WAREHOUSING/ STORAGE, TRUCKING AND DELIVERY, TRASH REMOVAL, KNOCK DOWN AND REMOVAL OF OLDER OFFICE SPACE.",
"VINCI CONTRACTING LLC (AKA) GENERAL CONTRACTOR","138 LEVGAR ST","PISCATAWAY","NJ","8854","SAM VINCI","(848)200-5225","SAM@VINCICONTRACTING.COM","GENERAL CONTRACTOR",
"GLUCH, CHRISTOPHER S (AKA) GLUCHâ€™S LINE PAINTING","1330 KNOPF ST","MANVILLE","NJ","8835","CHRISTOPHER  GLUCH","(908)642-0928","C_GLUCH@YAHOO.COM","LINE PAINTING IN PARKING LOTS, DECKS, GARAGES, AND ROADWAYS. TRAFFIC AND SAFETY SIGN AND DEVICE INSTALLATION",
"BOLLYWOOD LIMO LIMITED LIABILITY COMPANY (AKA) BOLLYWOOD LANGUAGES","135 HARRISON PLACE","EAST WINDSOR","NJ","8520","ASHISH MEDIRATTA","(609)706-5997","BOLLYWOODLIMO@GMAIL.COM","LIMO,CAR SERVICE AND INTERPRETER AND TRANSLATION SERVICE",
"EIGHTY SEVEN DEVELOPMENT LLC","24 WHITE RD","RINGWOOD","NJ","7456","TIMOTHY WALSH","(201)575-1133","TIM.WALSH@EIGHTYSEVENDEVELOPMENT.COM","GENERAL CONTRACTING, CONSULTING",
"JERSEY STRONG HEATING &COOLING LLC","926 STUYVESANT AVE","IRVINGTON","NJ","7111","MARTIN OSBOURNE","(973)277-8927","JERSEYSTRONGHC@GMAIL.COM","PROVIDES HVAC SERVICES. INSTALLING AND REPLACING HEATING AND COOLING EQUIPMENTS. DIAGNOSING AND REPAIRING HVAC MATERIALS.",
"VMF CONSTRUCTION LLC (AKA) VMF CONSTRUCTION","10-09 UTICA TERRACE","FAIR LAWN","NJ","7410","VANCO VASILEV","(973)563-3103","VMFCONSTRUCTION@YAHOO.COM","GENERAL CONSTRUCTION",
"A P DESIGN AND CONSTRUCTION LLC","206 SELVAGE AVE.","TEANECK","NJ","7666","CRISTINA FRANCISCO","(347)458-2265","APDESIGNCONSTRUCTIONLLC@GMAIL.COM","OUR BUSINESS DOES GENERAL CONSTRUCTION WORK RANGING FROM REMODELS OF KITCHENS AND BATHROOMS TO NEW ADDITIONS.",
"TK MECHANICAL SERVICES LLC","941 WHITE HORSE AVENUE, SUITE 13","HAMILTON","NJ","8610","TAYMA WILLIAMS","(17)326-190192","SUPPORT@TKMSGROUPS.COM","TK MECHANICAL SERVICES (TKMS) PROVIDES HVAC, PLUMBING, ELECTRIC, AND HOME RENOVATION SERVICES FOR RESIDENTIAL AND COMMERCIAL PROPERTIES IN NJ.",
"PERFECT WEATHER HVAC LLC","625 MAIN AVE SUITE 604","PASSAIC","NJ","7055","CRISTIAN GONZALEZ","(973)900-0289","PERFECTWEATHERHVAC@GMAIL.COM","AIR CONDITIONING CONTRACTORS, COMMERCIAL REFRIGERATION SYSTEMS, HEATING, HVAC",
"ASSEMBLY & CLEANING GROUP LLC","505 NORTH BROAD ST, SUITE 109","ELIZABETH","NJ","7208","SANDRA RAMIREZ","(908)578-4532","SANDRARAMIREZ602@GMAIL.COM","OFFICE ASSEMBLING AND CLEANING",
"ABF DEVELOPMENT LLC","840 BERGEN AVE","JERSEY CITY","NJ","7306","MARKIS ABRAHAM","(973)536-8545","MABRAHAM@ABFDEVELOPMENTLLC.COM","GENERAL CONTRACTING AND CONSTRUCTION MANAGEMENT",
"PIECE OF MIND SERVICES & MAINTENANCE LLC","1144 SKIFF WAY DRIVE","FORKED RIVER","NJ","8731","JON ARVANITIS","(609)971-5212","JON.ARVANITIS@GMAIL.COM","PROPERTY MAINTENANCE",
"ARBOR ELECTRIC SERVICES INC","215 EAGLESWOOD AVENUE","LANOKA HARBOR","NJ","8734","STANLEY GANCARZ","(609)549-3920","ACCOUNTING@AESRVCS.COM","ESTABLISHED IN 2018 AS A COMMERCIAL ELECTRICAL CONTRACTOR AND CONSULTANT SERVICES TO THE END-USERS, BUILDING OWNERS, AND CONSTRUCTION COMPANIES. EXPERIENCE RANGES IN: OFFICE FIT-OUT, DATA CENTERS, INFRASTRUCTURE, MISSION CRITICAL, STRUCTURE CABLING.",
"JOHN T. DE ROUVILLE LLC","1361 CHURCH RD","TOMS RIVER","NJ","8755","JOHN  DE ROUVILLE","(17)327-733629","JAKEBOUCH52880@GMAIL.COM","BUSINESS OPERATIONS INCLUDE LAND CLEARING AND SITE DEMOLITION",
"S.A. FABRICATION LLC","201 HEINE AVE","WOODBINE","NJ","8270","CHRIS HARRY","(609)459-8250","CHARRY@SAFABRICATION.COM","STEEL FABRICATION AND ERECTION",
"5 STAR SERVICES INC.","67 COLUMBUS DRIVE","FRANKLIN PARK","NJ","8823","SANDRA MAMRAK","(732)718-4593","SANDY609@MSN.COM","OUR FOCUS IS COMMERCIAL AUTOMOTIVE REPAIR AND TRANSPORTATION",
