"business_name","business_address","business_city","business_state","business_zip","contact_name","primary_phone","email_address","major_field_of_operation","commodity_code_description"
"SIGMA ADVANCED SOLUTIONS INC.","33 W. MONROE ST., SUITE 1825","CHICAGO","IL","60603","FRANCISCO FERNANDEZ","(312)813-8266","DAMARY@SAS-TEAM.COM","CALL CENTER BUREAU SERVICES, MANAGEMENT AND BUSINESS PROFESSIONAL AND ADMINISTRATIVE SERVICES, MAILING SERVICES, MANAGEMENT EDUCATION AND TRAINING, PERSONNEL RECRUITMENT, CONSULTATION SERVICES, PERSONNEL SKILLS TRAINING.","POSTAGE/MAILING AND SHIPPING SOFTWARE, MICROCOMPUTER  |  ANSWERING AND PAGING SERVICES  |  CALL CENTER SERVICES  |  MAILING, POSTAGE AND SHIPPING SERVICES, ELECTRONIC  |  MAILING SERVICES: ADDRESSING, COLLATING, PACKAGING, SORTING AND DELIVERY  |  TELECOMMUNICATION SERVICES (NOT OTHERWISE CLASSIFIED)  |  TELECOMMUNICATION RELAY SERVICES: TEXT TELEPHONE (TTY); TEXT-TO-VOICE; VOICE CARRY OVER (VCO); HEARING CARRY OVER (HCO); SPEECH-TO-SPEECH RELAY; VIDEO RELAY; SPANISH RELAY; 7-1-1 ACCESS TO TRS, SHORT MESSAGE SERVICE (SMS)  |  CONSULTING SERVICES  |  ADMINISTRATIVE CONSULTING  |  CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED)  |  EDUCATION AND TRAINING CONSULTING  |  MANAGEMENT CONSULTING  |  MAIL CONSULTING  |  TELECOMMUNICATIONS CONSULTING  |  EDUCATIONAL AND TRAINING SERVICES  |  IN-SERVICE TRAINING, EMPLOYEES  |  MANAGEMENT AND OPERATION SERVICES  |  HUMAN RESOURCES MANAGEMENT SERVICES  |  PROJECT MANAGEMENT SERVICES"
"REFLECTION WINDOW COMPANY LLC","2525 NORTH ELSTON AVENUE , SUITE D240","CHICAGO","IL","60647","RODRIGO D'ESCOTO","(773)772-5343","RODRIGO@REFLECTIONWINDOW.COM","COMMERCIAL WINDOW INSTALLATION  CONSTRUCTION","ORNAMENTAL IRONWORK  |  BUMPER AND GUARD RAILS, POLY. (SEE CLASS 570 FOR METAL TYPE)  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  GLASS AND GLAZING EQUIPMENT MAINTENANCE AND REPAIR  |  METALS AND METAL PRODUCTS, MANUFACTURING SERVICES"
"GNC CONSULTING INC","21195 S. LAGRANGE ROAD","FRANKFORT","IL","60423","GARRY COOPER","(815)469-7255","GARRY.COOPER@GNC-CONSULTING.COM","PEOPLESOFT, HYPERION ENTERPRISE AND CLOUD BASED SOLUTIONS, HUMAN RESOURCES, PAYROLL, EMPLOYEE BENEFITS, FINANCIAL, PROCUREMENT, SUPPLY, CUSTOMER RELATIONS AND INCENTIVE COMPENSATION SYSTEMS","INTEGRATED HARDWARE-SOFTWARE I.T. SOLUTION, MICROCOMPUTER  |  APPLICATION SOFTWARE, (NOT OTHERWISE CLASSIFIED), MICROCOMPUTER  |  SOFTWARE, MICROCOMPUTER (NOT OTHERWISE CLASSIFIED)  |  COMPUTER SOFTWARE FOR MAINFRAMES AND SERVERS, PREPROGRAMMED  |  HUMAN RESOURCES SOFTWARE, MAINFRAMES AND SERVERS  |  PERSONNEL SOFTWARE, MAINFRAMES AND SERVERS  |  PROJECT MANAGEMENT SOFTWARE, MAINFRAMES AND SERVERS  |  PROCUREMENT SOFTWARE, MAINFRAMES AND SERVERS  |  SPREADSHEET SOFTWARE, MAINFRAMES AND SERVERS  |  COMPUTER SOFTWARE CONSULTING  |  IT CONSULTING, (NOT OTHERWISE CLASSIFIED)  |  APPLICATIONS SOFTWARE, MAIN FRAME SERVER SYSTEMS  |  SOFTWARE MAINTENANCE AND SUPPORT SERVICES  |  SOFTWARE UPDATING AND UPGRADING SERVICES"
"ILLINOIS CATALYST CONSULTING GROUP CORPORATION","211 W. WACKER DRIVE, SUITE 450","CHICAGO","IL","60606","ARVIND TALWAR","(312)499-2000","ATALWAR@CATCONSULT.COM","TECHNOLOGY CONSULTING; CUSTOM SOFTWARE DEVELOPMENT","CONSULTING SERVICES  |  COMPUTER SOFTWARE CONSULTING  |  MANAGEMENT CONSULTING  |  STRATEGIC PLANNING AND CONSULTING  |  PROGRAMMING SERVICES, COMPUTER, INCLUDING MOBILE DEVICE APPLICATIONS  |  COMPUTER MANAGEMENT SERVICES"
"BRONNER GROUP,  LLC","120 NORTH LASALLE ST, SUITE 1300","CHICAGO","IL","60602","GILA BRONNER","(312)759-5101","MKATZIN@BRONNERGROUP.COM","PUBLIC SECTOR MANAGEMENT CONSULTING FIRM","CONSULTING SERVICES  |  ACCOUNTING, AUDITING, BUDGET CONSULTING  |  FINANCE AND ECONOMICS CONSULTING  |  GOVERNMENTAL CONSULTING  |  HOUSING CONSULTING  |  MANAGEMENT CONSULTING  |  ORGANIZATIONAL DEVELOPMENT CONSULTING  |  PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED)"
"VANDER WEELE GROUP LLC","4725 N. SHERIDAN RD. SUITE 1-S","CHICAGO","IL","60640","MARIBETH  VANDER WEELE","(773)929-3030","MARIBETH@VANDERWEELEGROUP.COM","THE VANDER WEELE GROUP PROVIDES TURN-KEY OVERSIGHT AND COMPLIANCE SOLUTIONS FOR FEDERAL, STATE, AND LOCAL GRANT PROGRAMS.","EDUCATIONAL AND TRAINING SERVICES  |  MISCELLANEOUS SERVICES, NO. 2  (NOT OTHERWISE CLASSIFIED)"
"BUCHER & CHRISTIAN CONSULTING INC","9777 N. COLLEGE AVE","INDIANAPOLIS","IN","46280","JUSTIN  CHRISTIAN","(317)493-2000","LEGAL.EMAIL@BCFOWARD.COM","IT CONSULTING AND STAFFING","CONSULTING SERVICES  |  COMPUTER HARDWARE CONSULTING  |  COMPUTER SOFTWARE CONSULTING"
"PTMW INCORPORATED","5040 NW HWY 24","TOPEKA","KS","66618","LINDSEY  MORRIS","(785)232-7792","LMORRIS@PTMW.COM","OEM METAL ENCLOSURES AND FABRICATION. CUSTOM DESIGN OF METAL ENCLOSURES, CASES AND PART TO CUSTOMERS SPECIFICATIONS.","BUILDINGS AND STRUCTURES: FABRICATED AND PREFABRICATED  |  BUILDINGS, LARGE, PREFABRICATED, OVER 500 SQ.FT.  |  SHEET METAL, FABRICATED, CUSTOM-MADE SHEET METAL ITEMS  |  STEEL, FABRICATED: BEAMS, GABIONS, GRATINGS, WALKWAYS, WINDOW BARS, AND CUSTOM-MADE STEEL ITEMS"
"STUDIOWTA CORPORATION (AKA) STUDIOWTA","3450 MAGAZINE STREET","NEW ORLEANS","LA","70115","TRACIE ASHE","(504)864-9927","TRACIE@STUDIOWTA.COM","FULL SERVICE ARCHITECTURAL DESIGN FIRM PROVIDING ARCHITECTURE, PLANNING, AND INTERIOR DESIGN FOR PROJECTS IN ALL SECTORS INCLUDING RESIDENTIAL, MULTIFAMILY, MEDICAL, HOSPITALITY, COMMERCIAL, INSTITUTIONAL, AND CULTURAL.","ARCHITECTURAL SERVICES, PROFESSIONAL"
"KEVILLE ENTERPRISES, INC.","475 SCHOOL STREET SUITE 11","MARSHFIELD","MA","2050","CHRISTINE KEVILLE","(781)837-3884","CKEVILLE@KEVILLE.COM","CONSTRUCTION MANAGEMENT & INSPECTION","PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)  |  GRINDING MILLS: SEED, GRAIN, DRIED VEGETABLE"
"MARKETING DOCTOR INC","55 DAMON RD #1","NORTHAMPTON","MA","1060","JANET CASEY","(413)896-0800","JANET@MYMARKETINGDOCTOR.COM","MARKETING DOCTOR, A CERTIFIED WBE OFFERING FULL-SERVICE PAID MEDIA: EXPERT RESEARCH/STRATEGY, MEDIA PLANNING, MEDIA BUYING, PUBLIC RELATIONS, MEASUREMENT ANALYTICS SERVICES IN INTEGRATED TRADITIONAL, DIGITAL, PAID SOCIAL, AND EMERGING PLATFORMS","SIGNS: BILLBOARD, ADVERTISING, ETC.  |  ADVERTISING AGENCY SERVICES  |  ADVERTISING SERVICES, OUTDOOR BILLBOARD, ETC.  |  ADVERTISING CONSULTING"
"ROSOFSKY, KELLY A (AKA) RECOUP DISASTER RECOVERY RESOURCES","33 KINGSBURY STREET","NEEDHAM","MA","2492","KELLY ROSOFSKY","(914)488-4147","KELLY@RECOUPDISASTER.COM","I WORK WITH STATE AND LOCAL GOVERNMENT AGENCIES TO COMPLETE FEMA GRANT PAPERWORK FOR DISASTER RECOVERY PROGRAMS, AS WELL AS REVIEW AND PROVIDE TECHNICAL ASSISTANCE FOR THE BENEFIT COST ANALYSIS TOOL FOR HAZARD MITIGATION ASSISTANCE PROGRAMS.","ENGINEERING SERVICES, NON-LICENSED (NOT OTHERWISE CLASSIFIED), INCLUDING CONSULTING  |  GOVERNMENTAL CONSULTING"
"F.H. CANN & ASSOCIATES, INC.","1600 OSGOOD STREET, SUITE 3058","NORTH ANDOVER","MA","1845","ANTONIO CALVAGNO","(978)645-2016","ACALVAGNO@FHCANN.COM","COLLECTION SERVICES, BPO, CALL CENTER, STUDENT LOAN SERVICING","FINANCIAL SERVICES"
"RSE ASSOCIATES, INC.","63 PLEASANT ST , SUITE 300","WATERTOWN","MA","2472","RICHMOND SO","(617)926-9300","KERRI.JACKSON@RSEASSOCIATES.COM","STRUCTURAL ENGINEERING SERVICES FOR BUILDING OWNERS AND ARCHITECTS.",
"BOTERA UNION LLC","455 BEDFORD STREET","BRIDGEWATER","MA","2324","JENISH PATEL","(508)631-7973","JENISHPATEL244@GMAIL.COM","RETAIL SALE OF ADULT-USE CANNABIS PRODUCTS.","DRUGS AND PHARMACEUTICALS  |  MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)"
"IN A RUSH DELIVERY LLC","859 WILLARD STREET, STE. 400","QUINCY","MA","2169","MICHAEL WRIGHT","(347)614-7754","MWRIGHT@INARUSHDELIVERY.COM","TRANSPORTATION","CONTRACTED SERVICES, TRAVEL, TRANSPORTATION"
"SAS SUBSTATIONS, INC.","12 RIFFLES LANE","HUDSON","MA","1749","SUZANNE GOYETTE","(978)875-1262","SUE@SASSUBSTATIONS.COM","SAS SUBSTATIONS, INC. PROVIDES ELECTRICAL SUBSTATION PACKAGED EQUIPMENT TO UTILITIES, RENEWABLE ENERGY SOURCES AND HIGH VOLTAGE INDUSTRIAL CUSTOMERS..","ELECTRICAL CABLE AND WIRE, NOT ELECTRONIC"
"LUSCINSKAS, BELINDALOUIE (AKA) BELL ASSOCIATES","111 ALLERTON RD","MILTON","MA","2186","BELINDA LOUIE  LUSCINSKAS","(617)901-3211","BELLASSOC1@GMAIL.COM","BELL ASSOCIATES PROVIDES DESIGN AND CONSTRUCTION MANAGEMENT SERVICES TO REAL ESTATE DEVELOPERS, OWNERS, ARCHITECTS OF MIXED USE RESIDENTIAL AND GREEN ENERGY CONSTRUCTION PROJECTS IN THE NORTHEAST.","PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  ARCHITECTURAL AND ENGINEERING SERVICES, NON-PROFESSIONAL  |  PROFESSIONAL SERVICES, HIGHER EDUCATION"
"WATCHRX INC.","10 BARKER RD","ACTON","MA","1720","JAYANTHI NARASIMHAN","(732)666-2134","JAYANTHI0307@WATCHRX.IO","WATCHRX OFFERS DIGITAL HEALTH SOLUTION AND PROVIDES REMOTE PATIENT MONITORING, CHRONIC CARE MANAGEMENT AND REMOTE THERAPEUTIC MONITORING SERVICES","SCIENCE AND RESEARCH SERVICES, MILITARY"
"BARON RESOURCES LLC","10610 RHODE ISLAND AVENUE, SUITE 109","BELTSVILLE","MD","20705","ERNEST WYATT","(12)404-832847","ERNEST@BARONRESOURCES.COM","WE ARE A PROVIDER OF FUEL DELIVERY, EQUIPMENT, MANAGEMENT, LOGISTICS, INFORMATION AND ANALYSIS TO GOVERNMENT AGENCIES AND COMMERCIAL END USERS THROUGH AN EXTENSIVE AND RELIABLE CARRIER NETWORK AND EXPERIENCED LOGISTICS TEAM.",
"HOPE FURRER ASSOCIATES INC.","501 FAIRMOUNT AVENUE, SUITE 205","TOWSON","MD","21286","SHERRI MEISEL","(410)583-4874","SMEISEL@HFURRER.COM","HOPE FURRER ASSOCIATES, INC. IS A STRUCTURAL DESIGN AND CONSULTING FIRM SPECIALIZING IN ARCHITECTURAL PROJECTS. WE  DEMONSTRATE DESIGN EXPERTISE IN THE FIELDS OF CORPORATE, COMMERCIAL AND INSTITUTIONAL DEVELOPMENTS.","STRUCTURAL ENGINEERING"
"JUDE ENGINEERING & CONSTRUCTION INC (AKA) JUDECO INTERNATIONAL","6475 NEW HAMPSHIRE AVE, SUITE C504D","HYATTSVILLE","MD","20783","JUDE OFOSU-AFRIYIE","(301)305-5305","JUDE@JECWORKS.COM","ENGINEERING & CONSTRUCTION SERVICES, INSPECTION & TESTING, SAFETY","ARCHITECTURAL AND ENGINEERING SERVICES, NON-PROFESSIONAL  |  ENGINEERING SERVICES, PROFESSIONAL"
"COLLECTIVE 60 LLC","13591 HALLOWELL CT","DAYTON","MD","21036","EUGENE MONROE","(434)249-5723","EUGENE@HEARTCOMMUNITY.COM","FOR ALL BUSINESS PURPOSES PERMITTED BY A NEW JERSEY LIMITED LIABILITY COMPANY INCLUDING FOR ALL PURPOSES ALLOWED UNDER THE JAKE HONIG MEDICAL CANNABIS ACT AND THE CANNABIS REGULATORY, ENFORCEMENT ASSISTANCE AND MARKETPLACE MODERNIZATION ACT.","MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)"
"AU & ASSOCIATES, INC (AKA) AU & ASSOCIATES, INC","3100 RITCHIE ROAD , SUITE F","DISTRICT HEIGHTS","MD","20747","SEKINAT UIYOSHIORIA","(202)345-0696","ADEU@AUANDA.COM","ERP IMPLEMENTATION & UPGRADES, SYSTEM DEVELOPMENT, DESIGN & INTEGRATION. ENTERPRISE ARCHITECTURE PLANNING,PROJECT MANAGEMENT AND TEMPORARY STAFFING","SOFTWARE FOR COMPUTER SOFTWARE TRAINING, MICROCOMPUTER"
"ONE SOURCE- NJ, LLC (AKA) ONESOURCE CONSULTING, LLC","6900 VIRGINIA MANOR RD , #111","BELTSVILLE","MD","20705","VERNAE JONES-SEALS","(202)409-7026","VJONES@ONESOURCESBC.COM","ONESOURCE IS A MINORITY AND WOMAN-OWNED MANAGEMENT CONSULTING FIRM SPECIALIZING IN IMPROVING FINANCIAL MANAGEMENT AND BUSINESS PROCESSES BY PROVIDING INTEGRATED BUSINESS SERVICES AS AN OUTSOURCE FUNCTION.","MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)  |  WEB PAGE DESIGN AND/OR MANAGEMENT SERVICES  |  ACCOUNTING, AUDITING, BUDGET CONSULTING  |  ADMINISTRATIVE CONSULTING  |  COMPUTER SOFTWARE CONSULTING  |  MANAGEMENT CONSULTING  |  ORGANIZATIONAL DEVELOPMENT CONSULTING  |  STRATEGIC PLANNING AND CONSULTING  |  ACCOUNTING SERVICES (NOT OTHERWISE CLASSIFIED)  |  HUMAN RESOURCES DEVELOPMENT SERVICES  |  MANAGEMENT AND OPERATION SERVICES  |  BUSINESS MANAGEMENT SERVICES  |  OUTSOURCING SERVICES FOR MANAGEMENT, OPERATION, PURCHASING, ETC.  |  BUSINESS PLAN DEVELOPMENT SERVICES  (INACTIVE, PLEASE SEE COMMODITY CODE 918-21 EFFECTIVE JANUARY 1, 2016)"
"MANSAI CORPORATION","7335 A HANOVER PARKWAY  SUITE A","GREENBELT","MD","20770","APARNA IYER","(301)441-1011","AIYER@MANSAI.COM","INFORMATION TECHNOLOGY PROFESSIONAL SERVICES, IT STAFFING SERVICES.","GEOGRAPHIC INFORMATION SYSTEMS (GIS)  |  ARCHITECTURAL SOFTWARE, MICROCOMPUTER  |  COMMUNICATIONS: NETWORKING, LINKING, ETC. (INCLUDES CLUSTERING SOFTWARE), MICROCOMPUTER  |  INTERNET, WEB SITE AND MOBILE APPLICATION DEVELOPMENT SOFTWARE, MICROCOMPUTER  |  ARCHITECTURAL SOFTWARE, MAINFRAMES AND SERVERS  |  DATA PROCESSING CARDS AND PAPER  |  INFORMATION HIGHWAY ELECTRONIC SERVICES: INTERNET, ETHERNET, WORLD WIDE WEB, VIRTUAL TOURS, INCLUDING CONSTRUCTION RENDERINGS, ETC.  |  EMPLOYEE ASSISTANCE PROGRAMS, INCLUDING UNEMPLOYMENT COMPENSATION ADMINISTRATION SERVICES AND TRY-OUT EMPLOYMENT  |  COMPUTER PROGRAMING SERVICES, CIS  |  PARTICIPANT COSTS, STIPENDS"
"EGH WELLNESS LLC (AKA) HARVEY HEIRS FARMS LLC","8534 KINGSWAY DR","WHITE PLAINS","MD","20695","LAURA PAYNE-PERKINS","(240)802-6373","LAURA.EGHWELLNESSLLC@GMAIL.COM","TO SALE NATURAL HERBS","MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)"
"ABSOLUTE STAFFING & CONSULTING SOLUTIONS LLC","2221 CHEROKEE DR","WESTMINSTER","MD","21157","TAWANDA HUFF","(443)789-1596","HUFF.T@ASCS1.COM","STAFF AUGMENTATION","PERSONNEL AND EMPLOYMENT CONSULTING, HUMAN RESOURCES (INACTIVE, PLEASE SEE COMMODITY CODE 918-65 EFFECTIVE JANUARY 1, 2016)  |  CLAIMS PROCESSING  |  EMPLOYMENT AGENCY AND SEARCH FIRM SERVICE, INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT  |  PERSONNEL SERVICES, TEMPORARY"
"ARDENT INVEST LLC (AKA) ARDENT CLOUD COMPUTING SERVICES","101 KING FARM BLVD , APT D408","ROCKVILLE","MD","20850","UCHENNA EZEONYIM","(650)224-8292","UCHE@ACCS.TECH","CLOUD COMPUTING TECHNOLOGY CONSULTING, ENABLEMENT, ARCHITECTING,
DESIGNING, DEPLOYMENT/IMPLEMENTATION.","DATA PROCESSING, COMPUTER, PROGRAMMING, AND SOFTWARE SERVICES  |  APPLICATION SERVICE PROVIDER (ASP), WEB BASED HOSTED  |  APPLICATION, INFRASTRUCTURE, HOSTING AND CLOUD COMPUTING SERVICES, VENDOR HOSTED AND INTERNALLY HOSTED"
"RESOURCESYS INC","10294 A BALTIMORE NATIONAL PIKE","ELLICOTT CITY","MD","21042","ANNA KOLLURI","(410)715-2112","ACCOUNTS@RESOURCESYS.COM","RESOURCESYS WAS ESTABLISHED WITH A MISSION TO COMBINE CUTTING EDGE TECHNOLOGY WITH SUBJECT MATTER EXPERTS FOR A WINNING SOLUTION TO OUR CLIENTS. OUR TOP PRIORITY IS TO EARN CUSTOMER LOYALTY VIA PROMOTING LONG TERM WORKING RELATIONS.","MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)  |  DATA PROCESSING, COMPUTER, PROGRAMMING, AND SOFTWARE SERVICES"
"HELIOS ELECTRIC LLC","362 CHRISTOPHER AVE, SUITE B","GAITHERSBURG","MD","20879","PRIYAN DE SILVA","(240)582-3900","SALES@HELIOSELECTRIC.NET","HELIOS ELECTRIC IS A FULL-SERVICE ENGINEERING AND CONSTRUCTION FIRM OFFERING YOU EXPERTISE IN COMPLEX HIGH, MEDIUM, AND LOW-VOLTAGE POWER SYSTEMS.","TREE AND ROOT CUTTERS AND STUMP GRINDERS, TRACTOR MOUNTED  |  GENERATORS, STATIONARY TYPE, NOT AUTOMOTIVE  |  POWER SYSTEMS SWITCHGEARS AND RELATED ACCESSORIES  |  SUBSTATION HIGH VOLTAGE, ELECTRICAL MAINTENANCE AND REPAIR"
"KELLY SOLUTIONS INC. (AKA) EZ GREEN HOME","15819 OLD FREDERICK RD","WOODBINE","MD","21797","BLAIR KELLY","(410)995-8556","INFO@EZGREENHOME.COM","EZ GREEN HOME CONDUCTS RESIDENTIAL ENERGY ASSESSMENTS ON BEHALF OF UTILITY COMPANIES AT NO COST TO THE CUSTOMER.  WE INSTALL ENERGY EFFICIENT MEASURES AND PROVIDE AN ENERGY EFFICIENCY EDUCATION TO THE HOMEOWNER.","ENERGY CONSERVATION SERVICES, INCLUDING AUDITS  |  CONSULTING SERVICES"
"GOLDIATA CREATIVE LLC","1100 WICOMICO STREET SUITE 330","BALTIMORE","MD","21230","BRIAN TAYLOR","(443)883-6679","BRIAN@GOLDIATA.COM","GOLDIATA SPECIALIZES IN ONLINE METHODS LIKE SEARCH ENGINE OPTIMIZATION, ONLINE ADVERTISING, EMAIL MARKETING AND MORE. IN ADDITION, WE ALSO FOCUS ON WEBSITE DEVELOPMENT AND OVERALL MARKETING STRATEGY, PROVIDING THE FULL ARRAY OF SERVICES FOR CLIENTS.","MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED)"
"SYMBIONT NJ, INC.","8730 GEORGIA AVENUE, SUITE 306","SILVER SPRING","MD","20910","STERLING WARD","(301)650-0069","INFO@SYMBIONT.COM","SINCE ITS INCEPTION IN 2014, SYMBIONT NJ HAS SUCCESSFULLY ACHIEVED OUTCOMES IN MANY AREAS OF INFORMATION TECHNOLOGY LIFE CYCLE DEVELOPMENT, FROM PROBLEM DEFINITION AND FUNCTIONAL REQUIREMENT ANALYSIS TO IMPLEMENTATION AND MAINTENANCE.","TREE AND ROOT CUTTERS AND STUMP GRINDERS, TRACTOR MOUNTED  |  COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS  |  COMPUTER SYSTEMS, DIGITAL  |  COMPUTER MANAGEMENT SERVICES"
"JSM INSTALLATION LIMITED LIABILITY COMPANY (AKA) JSM INSTALLATION, LLC","816 PULASKI HIGHWAY","JOPPA","MD","21085","NICOLE MCVEY","(410)877-3696","NMCVEY@JSMINSTALLATION.COM","JSM INSTALLATION, LLC IS A SUPPLIER AND INSTALLER OF COMMERCIAL AND RESIDENTIAL BUILDERS' HARDWARE.","CABINETS AND COVERS, FOR FIRE EXTINGUISHERS, FIRE HOSE AND RACKS, VALVES, ETC.  |  FIRE EXTINGUISHERS, RECHARGERS, AND PARTS  |  DOOR CLOSERS, ESCUTCHEONS, EYES, HANGERS, HOLDERS, OVERHEAD AND SLIDING DOOR HARDWARE, PANIC HARDWARE, THRESHOLDS, ETC.  |  STORAGE, SHELVING, INCLUDING PARTS AND ACCESSORIES, (NOT OTHERWISE CLASSIFIED)  |  BATHROOM ACCESSORIES: FANS, MIRRORS, MEDICINE CABINETS, SOAP DISHES, TOWEL BARS AND RINGS, ETC.  |  SIGNS AND POSTERS, INFORMATIONAL, NO SMOKING, FIRE EXTINGUISHER, ETC.  |  FURNISHINGS: ARTWORK, CABINETS, FURNITURE, WINDOW TREATMENTS, ETC."
"MARYLAND ENERGY ADVISORS LLC","509 S EXETER ST, STE 505","BALTIMORE","MD","21202","KATHRYN CLOYD","(443)381-0733","KCLOYD@MDENERGYADVISORS.COM","ENERGY CONSULTING SERVICES","CONSULTING SERVICES"
"PMA CONSULTANTS LLC","226 W LIBERTY ST","ANN ARBOR","MI","48104","RACHEL GURICA","(734)769-0530","RGURICA@PMACONSULTANTS.COM","PROJECT MANAGEMENT / ENGINEERING CONSULTING","FERTILIZER APPLICATORS AND FITTINGS: LIQUID AND GAS  |  GRINDING MILLS: SEED, GRAIN, DRIED VEGETABLE  |  PROCESSING MACHINERY AND EQUIPMENT AGRICULTURAL ENVIRONMENTAL: ANEROBIC DIGESTERS, WASTE TO ENERGY  |  ARCHITECTURAL AND ENGINEERING SERVICES, NON-PROFESSIONAL  |  ENGINEERING SERVICES, NON-LICENSED (NOT OTHERWISE CLASSIFIED), INCLUDING CONSULTING  |  ENGINEERING SERVICES, PROFESSIONAL  |  CIVIL ENGINEERING  |  CONTROL SYSTEMS ENGINEERING  |  ENGINEER SERVICES, PROFESSIONAL (INACTIVE, EFFECTIVE JANUARY 1, 2016)  |  ENGINEERING SERVICES (NOT OTHERWISE CLASSIFIED)  |  FIELD ENGINEERING  |  FORENSIC ENGINEERING  |  GENERAL CONSTRUCTION: MANAGEMENT, SCHEDULING, COST ESTIMATION ENGINEERING  |  HIGHWAYS, STREETS, AIRPORT PAY-PARKING LOTS ENGINEERING  |  INDUSTRIAL ENGINEERING  |  MUNICIPAL ENGINEERING  |  VALUE ENGINEERING AND VALUE ANALYSIS, PROFESSIONAL  |  WATER SUPPLY, TREATMENT, AND DISTRIBUTION ENGINEERING"
"ATHENA ACTUARIAL CONSULTING LLC (AKA) ATHENA ACTUARIAL CONSULTING","801 S MARQUETTE AVE, STE 200","MINNEAPOLIS","MN","55402","ADRIENNE LIEBERTHAL","(612)605-1812","COMPLIANCE@ATHENAACTUARIAL.COM","ATHENA IS A WBE CONSULTING FIRM PROVIDING ACTUARIAL SERVICES, DATA ANALYTICS AND PEOPLE-CENTERED STRATEGIES TO STATE, LOCAL AND FEDERAL GOVERNMENTAL ENTITIES.","ACTUARIAL SERVICES  |  MISCELLANEOUS SERVICES, NO. 1 (NOT OTHERWISE CLASSIFIED)"
"WELLS TECHNOLOGY INC","4885 WINDSOR COURT NW","BEMIDJI","MN","56601","WENDY KNUDSON","(218)751-1412","WENDY@WELLSTECH.COM","DISTRIBUTION OF INDUSTRIAL & CONSTRUCTION SUPPLY ITEMS.  MANUFACTURER OF CNC PRECISION-MACHINED SPECIALTY FASTENERS.","FILTER SOCKS  |  ELECTRICAL EQUIPMENT AND SUPPLIES, EXCEPT CABLE AND WIRE  |  FASTENERS: BOLTS, NUTS, PINS, RIVETS, SCREWS, ETC., INCLUDING PACKAGING, STRAPPING AND TYING EQUIPMENT AND SUPPLIES  |  COTTER PINS, CLEVIS PINS, DOWEL PINS, SPRING PINS, TAPER PINS, AND WOODRUFF KEYS AND SNAPS  |  SCREWS, ALL KINDS (NOT OTHERWISE CLASSIFIED)  |  FIRST AID AND SAFETY EQUIPMENT AND SUPPLIES, EXCEPT NUCLEAR AND WELDING  |  HATS AND HELMETS, SAFETY, INCLUDING FIRE HELMETS  |  HEAD, EAR, EYE AND FACE PROTECTION  |  HAND TOOLS, POWERED AND NON-POWERED, INCLUDING ACCESSORIES AND SUPPLIES  |  BITS, DIES, DRIVERS, REAMERS, TAPS, ETC., HAND TOOLS, POWERED AND NON-POWERED  |  DRILLS, HAND, NON-POWERED: BRACES, ETC.  |  DRILLS, HAND, PORTABLE, POWERED, AUTOMATIC  |  WRENCHES, ALL KINDS, INCLUDING SOCKETS  |  HARDWARE AND RELATED ITEMS  |  BATTERIES, DRY CELL, EXCEPT COMMUNICATIONS RADIO AND ELECTRONIC"
"STERN BROTHERS &  CO.","8000 MARYLAND AVENUE, SUITE #800","ST LOUIS","MO","63141","LISA LIEBSCHUTZ","(314)743-4015","LLIEBSCHUTZ@STERNBROTHERS.COM","STERN BROTHERSâ€™ PRIMARY FOCUS IS IN THE AREA OF PUBLIC AND CORPORATE FINANCE, THE STRUCTURING, UNDERWRITING, REMARKETING, SALES AND TRADING OF MUNICIPAL SECURITIES AND SALES AND TRADING OF MUNICIPAL FIXED INCOME AND EQUITY SECURITIES..","FINANCIAL SERVICES  |  BANKING SERVICES  |  CASH/SECURITIES AND BONDING SERVICES  |  CUSTOM BROKERAGE SERVICES, INCLUDING STOCKS AND BONDS  |  FINANCIAL ADVISOR  |  INVESTMENT MANAGEMENT SERVICES  |  FINANCIAL MANAGEMENT SERVICES"
